category,tv_id,name,first_air_date,original_language,genre_list,creator,certification_us,user_score_average,vote_count,popularity,overview
popular_tv,4606,Garfield et ses amis,1988-09-17,en,Animation | Comédie | Kids,Jim Davis,TV-G,7.3,379,22.1175,
popular_tv,38464,Blue Exorcist,2011-04-17,ja,Animation | Science-Fiction & Fantastique | Mystère | Action & Adventure,,TV-14,7.888,493,21.207,"Okumura Rin est le fils de Fujimoto Shirō, un Exorciste. À cause de sa grande maladresse ou de sa force démesurée, il est incapable de conserver un boulot très longtemps et fait le désespoir de son père. Son frère jumeau, Yukio, qui va bientôt quitter le temple pour suivre ses études, est également très inquiet pour l'avenir de son frère. Mais Rin a le don de se fourrer dans des situations inextricables. Un jour, alors qu'il est aux prises avec une bande, l'un des garçons qui l'agresse prend soudainement l'apparence d'un démon et tente de lui brûler les yeux. Des flammes, contrôlées par Rin, surgissent alors et repoussent ses assaillants. Le père Fujimoto lui apprend peu après que ces flammes sont la marque de Satan... qui n'est autre que le véritable père de Rin. Après cette agression, le père décide de mettre Rin à l'abri, mais c'est déjà trop tard. Satan a appris la nouvelle et vient récupérer son fils... pour s'en servir."
popular_tv,280042,A Wild Last Boss Appeared!,2025-10-04,ja,Animation | Action & Adventure | Science-Fiction & Fantastique | Drame,,TV-14,7.4,5,18.8394,"Une joueuse de MMO se réveille sous les traits du tyran aux ailes noires, Lufas Maphaahl, échappant ainsi à son destin scellé, pour découvrir que tout cela est bien réel. Sa défaite il y a 200 ans a libéré des monstres mortels, et la légende est terrifiante. Piégé dans le corps du conquérant le plus redouté de l'histoire, il doit désormais survivre dans un monde qui veut sa mort... et découvrir pourquoi il est là."
popular_tv,1996,Les Pierrafeu,1960-09-30,en,Familial | Animation | Comédie | Kids,William Hanna,TV-G,7.421,944,20.6932,"Tout se passe à l'âge de la pierre dans une ville appelée Saint-Granit (Bedrock), mais où la société est exactement la même que celle des États-Unis dans la deuxième moitié du XXe siècle. C’est une version fantaisiste de la préhistoire où des dinosaures, des ptérodactyles, des tigres à dents de sabre, des mammouths laineux et d'autres animaux disparus depuis longtemps coexistent avec des hommes des cavernes, qui emploient une technologie équivalente à celle du XXe siècle en se servant surtout de divers animaux comme outils."
popular_tv,89180,Dimension 20,2018-09-19,en,Science-Fiction & Fantastique | Comédie | Reality | Action & Adventure,Brennan Lee Mulligan,,9.3,15,20.2577,
popular_tv,95057,Superman & Loïs,2021-02-23,en,Drame | Science-Fiction & Fantastique,Greg Berlanti,TV-14,8.1,2603,21.2452,Les aventures du couple Superman / Lois Lane alors qu'ils tentent de mener de front une vie professionnelle agitée et une vie familiale qui l'est au moins tout autant en tant que jeunes parents...
popular_tv,61056,Murder,2014-09-25,en,Crime | Drame | Mystère,Peter Nowalk,TV-14,7.836,1698,22.0644,"Annalise Keating, brillante avocate et professeur de droit, se retrouve impliquée dans une affaire de meurtre avec cinq de ses étudiants."
popular_tv,91121,놀면 뭐하니?,2019-07-27,ko,Reality | Comédie,김태호,,7.7,20,20.5386,
popular_tv,82428,All American,2018-10-10,en,Drame,April Blair,TV-14,8.151,474,19.5785,"Spencer James, un jeune athlète issu des quartiers difficiles de la banlieue de Los Angeles, est recruté par le prestigieux Beverly Hills High, afin qu'il rejoigne l'équipe de football américain du lycée. Tout en tentant de s'adapter à ce nouvel environnement très aisé, au sein duquel il n'est pas forcément le bienvenu, Spencer débute alors une nouvelle vie, qui le mènera petit à petit, mais non sans embûches, vers son rêve : devenir footballeur professionnel.  Inspirée de la vie du joueur de football américain Spencer Paysinger"
popular_tv,1930,The Beverly Hillbillies,1962-09-26,en,Comédie | Familial,Paul Henning,TV-G,6.868,125,20.5594,
popular_tv,3163,Les enquêtes de Foyle,2002-10-27,en,Mystère | Drame | War & Politics | Crime,Anthony Horowitz,,7.9,101,19.694,"En temps de guerre, à Hastings, dans le Sussex, le détective Foyle s'emploie à traquer les criminels qui tentent de prendre avantage de la confusion générée par le conflit qui oppose les alliés à Hitler."
popular_tv,4589,Arrested Development,2003-11-02,en,Comédie,Mitchell Hurwitz,TV-MA,7.931,1542,22.0931,"Veuf avec un fils de 13 ans, Michael est parti s'installer en Arizona pour débuter une nouvelle vie loin de sa riche famille. En apprenant l'arrestation de son père suite à des magouilles financières, Michael est contraint de rentrer auprès des siens."
popular_tv,62649,Superstore,2015-11-30,en,Comédie,Justin Spitzer,TV-14,7.528,741,20.4866,"Les drôles de mésaventures des employés d'un grand magasin. Des débutants aux yeux qui brillent aux vétérans ayant déjà tout vécu, en passant par les employés d'été paumés et les managers déterminés, ils affrontent ""en famille"" les soucis du quotidien inhérents à la gestion d'une grande surface."
popular_tv,3322,Oz,1997-07-12,en,Crime | Drame,Tom Fontana,TV-MA,8.024,791,24.0033,"Oz. Oswald. Pénitencier de haute sécurité. Emerald city. Quartier expérimental de la prison créé par le visionnaire Tim McManus qui souhaite améliorer les conditions de vie des détenus. Mais dans cet univers clos et étouffant se recrée une société terrifiante où dominent la haine, la violence, la peur, la mort. Où tout espoir est vain, où la rédemption est impossible. ""Oz est l'endroit où je vis. Oz est l'endroit où je vais mourir, où la plupart d'entre nous vont mourir. Ce que nous sommes importe peu. Ce que nous allons devenir ne compte pas"" explique le narrateur depuis sa cage en verre. Bienvenue dans l'antichambre de l'enfer."
popular_tv,1891,Rome,2005-08-28,en,Action & Adventure | Drame,John Milius,TV-MA,8.251,1399,22.9991,Les destins de deux soldats romains et de leurs familles alors que la République Romaine est en train de s'effondrer en laissant peu à peu la place à un Empire.
popular_tv,157741,Landman,2024-11-17,en,Drame,Taylor Sheridan,TV-MA,8.0,273,19.8761,"Dans l'ouest du Texas, les champs pétrolifères peuplent le paysage et régissent l'économie locale et la géopolitique. Tommy Norris est un landman, un employé par une compagnie pétrolière chargé de régler les problèmes et de dénicher de futurs terrains. Tommy est épuisé par les épreuves de la vie et par son travail. Père de de deux enfants, il est divorcé d'Angela. Ce redneck invétéré et cynique n'aime pas obéir aux règles et se laisse rarement dicter sa conduite."
popular_tv,259909,Dexter: Resurrection,2025-07-13,en,Crime | Drame | Mystère,Clyde Phillips,TV-MA,8.5,341,19.4441,"Après avoir survécu à ses blessures, Dexter se retrouve à New York. Il tente de renouer une relation avec son fils mais des meurtres rituels ensanglantent Big Apple."
popular_tv,2585,Heartbeat,1992-04-10,en,Crime | Drame | Comédie,Keith Richardson,TV-14,7.1,32,20.6294,
popular_tv,98123,Le Quotidien du Roi Immortel,2020-01-18,zh,Animation | Comédie | Action & Adventure | Science-Fiction & Fantastique,枯玄,TV-14,8.353,683,21.2568,"Wang Ling a développé depuis son plus jeune âge d'incroyables capacités. Cependant, afin de mener une vie ordinaire, ses pouvoirs sont confinés dans un talisman. Malgré cela ses pouvoirs restent puissants et son doux quotidien est menacé lors de son entrée au lycée."
popular_tv,67384,Goliath,2016-10-13,en,Crime | Drame,Jonathan Shapiro,TV-MA,7.6,442,20.0401,"Jadis avocat puissant, Billy McBride est désormais fini et lessivé et passe plus de temps au bar qu'en salle d'audience. Lorsqu'il accepte à contre-cœur d'entamer une affaire de mort suspecte contre le plus gros client du grand cabinet d'avocats qu'il a aidé à monter, Billy et sa drôle d'équipe découvrent un vaste complot mortel, opposant chacun dans un procès fatidique contre le grand Goliath."
popular_tv,4357,Mission : Impossible,1966-09-17,en,Action & Adventure | Crime | Drame,Bruce Geller,TV-PG,7.6,290,21.0977,"Pour le compte du gouvernement américain, Jim Phelps et son équipe d'espions et de spécialistes sont chargés d'effectuer des missions qui pour d'autres seraient... impossibles !"
popular_tv,90648,ZDF-Fernsehgarten,1986-06-29,de,Talk,,,1.5,4,20.5024,
popular_tv,656,George le petit curieux,2006-09-04,en,Animation | Familial | Kids,Margret Rey,TV-Y,7.1,124,22.1484,"Georges, le petit singe curieux avec penchant pour l’aventure, s’engage dans un nouvel épisode, où sa nature enjouée et audacieuse lui gagnera l’affection de nouveaux amis et le propulsera dans une série de (més)aventures."
popular_tv,291904,Le Monde merveilleusement bizarre de Gumball,2025-10-06,en,Animation | Familial | Comédie,Ben Bocquelet,TV-PG,8.536,28,18.1888,"Qu'il combatte un empire de la malbouffe, affronte une intelligence artificielle douée de sentiments ou essaie d'empêcher Joe la Banane de porter des pantalons, Gumball entraîne Darwin, Anaïs et le reste des habitants d’Elmore dans ses aventures."
popular_tv,67075,Mob Psycho 100,2016-07-12,ja,Animation | Action & Adventure | Comédie | Science-Fiction & Fantastique,,TV-14,8.486,1218,19.4839,"Shigeo Kageyama, surnommé Mob, est un lycéen tout ce qu’il y a de plus ordinaire. Pourtant, il possède de puissants pouvoirs psychiques, mais il préfère rester discret, afin d’avoir une vie la plus normale possible. De plus, il comprend en grandissant que ce pouvoir peut être dangereux et qu’il augmente en même temps que sa charge émotionnelle. Mais pourra-t-il contenir longtemps ses émotions ?"
popular_tv,69740,Ozark,2017-07-21,en,Crime | Drame,Mark Williams,TV-MA,8.215,2567,20.7755,Un conseiller financier embarque sa famille au fin fond du Missouri. Il doit y blanchir 500 millions de dollars en cinq ans pour calmer la fureur d'un baron de la drogue.
popular_tv,236534,牧神记,2024-10-27,zh,Animation | Science-Fiction & Fantastique | Action & Adventure,Zhai Zhu,TV-MA,9.0,8,17.8097,
popular_tv,99071,Redo of Healer,2021-01-13,ja,Animation | Action & Adventure | Science-Fiction & Fantastique | Drame | Crime,,TV-MA,8.3,988,19.6787,"Keare est un jeune paysan propulsé héros guérisseur suite à l'apparition d'une marque sur sa main. Malheureusement pour lui le voilà exploité horriblement par ses compagnons héros et par le royaume ; drogué, humilié, et violé constamment, Keare est un être brisé ne souhaitant que la vengeance.  Cette chance lui est offerte lorsqu'il comprend que son pouvoir de guérison lui permet en réalité de contrôler les états des éléments (pouvant ainsi faire réapparaître un membre coupé ou pourrir instantanément un corps). Bien décidé à se venger et utilisant ses pouvoirs à son maximum il ""rétablit"" le monde et le propulse quatre ans en arrière (annulant tous les événements menant à sa déchéance) le jour exact où tout à commencer.  Cette fois, Keare compte bien faire payer à tous ceux qui l'ont privé de sa vie."
popular_tv,50035,Clarence,2014-04-14,en,Animation | Comédie,Skyler Page,TV-PG,8.0,316,19.2282,"Dans un monde de brutes, Clarence est un rayon de soleil, pur et simple. Il ne voit le monde qu'à travers ses couleurs favorites : raisin zinzin et vert fluo. Clarence aime ses amis, Jeff et Sumo et sa maman Mary plus que tout l'or du monde."
popular_tv,80350,New Amsterdam,2018-09-25,en,Drame,David Schulner,TV-14,8.343,1038,18.3297,"Un seul hôpital dans le monde est capable de traiter, sous le même toit, des patients souffrant d'Ebola, des prisonniers enfermés au sein de l'établissement de haute sécurité de Rikers, et le président des États-Unis : l'hôpital Bellevue. Un haut lieu médical qui va être bouleversé par l'arrivée à sa tête d'un nouveau directeur, bien décidé à faire bouger les choses au sein de cette institution de Manhattan. Mais ses batailles seront multiples, puisqu'il doit également lutter au quotidien contre le cancer qui le ronge..."
popular_tv,46831,Државни посао,2012-09-24,sr,Comédie,Nikola Škorić,,7.9,10,13.9584,
popular_tv,61381,'black•ish,2014-09-24,en,Comédie,Kenya Barris,TV-14,7.13,324,20.2571,"Dre Johnson, marié, quatre enfants, vient d'être promu dans son agence de publicité. Il devrait logiquement tout avoir pour être heureux mais il ne l'est pas à cause... de sa couleur de peau ! Afro-américain, il déplore que les valeurs de son identité culturelle se soient diluées peu à peu dans la société. Sa femme, très libérale, et son père, très vieux jeu, ont bien du mal à le comprendre, sans parler de ses enfants..."
popular_tv,3382,Drôles de dames,1976-09-22,en,Action & Adventure,Ben Roberts,TV-PG,6.696,214,21.0025,"Trois jeunes femmes, travaillant pour une agence de détectives privés de Los Angeles, mènent des enquêtes pour le compte de leur invisible patron, Charlie Townsend. Elles reçoivent les instructions par téléphone et Bosley, le gestionnaire des comptes de l'agence, joue les intermédiaires entre Charlie et ses Anges. Pour chaque affaire, les filles n'hésitent pas à adopter une nouvelle identité, se déguiser pour mieux s'infiltrer et mener leur enquête avec discrétion."
popular_tv,4414,Highlander,1992-10-03,en,Science-Fiction & Fantastique | Drame | Action & Adventure,Gregory Widen,TV-14,7.38,408,20.029,"Duncan MacLeod est un immortel issu du même clan que Connor MacLeod, le héros des films. Il a plus de quatre cents ans et travaille comme antiquaire avec sa compagne Tessa Noël entre la ville fictive de Seacouver (contraction de Vancouver, ville de Colombie-Britannique, où a été partiellement tournée la série, et Seattle, ville au Nord-Ouest des États-Unis), et Paris. Il protège également un jeune voyou prénommé Richie. La vie quotidienne de Duncan est ponctuée de duels à l'épée avec d'autres immortels qui veulent l'éliminer. En effet, chaque immortel qui en décapite un autre libère son « quickening », et s'approprie ainsi ses connaissances et ses pouvoirs.  MacLeod va donc devoir affronter des ennemis de plus en plus puissants, qu'il connaît souvent depuis plusieurs siècles (la série, comme les films, a souvent recours aux flashbacks)."
popular_tv,1558,Papa bricole,1991-09-17,en,Comédie,Carmen Finestra,TV-PG,7.4,672,20.2001,"Présentateur d'une émission de téléachat sur le bricolage, Tim Taylor est en fait un piètre bricoleur. Pourtant, l'« homme outil », comme il se surnomme, adore modifier et améliorer les choses qui l'entourent, ce qui l'entraîne souvent à l'hôpital…"
popular_tv,203857,La Diplomate,2023-04-20,en,Drame | War & Politics,Debora Cahn,TV-MA,7.549,369,20.4873,"Pendant une crise internationale, une diplomate américaine jongle entre son poste d'ambassadrice au Royaume-Uni et son mariage sous tension avec une star de la politique."
popular_tv,62643,DC's Legends of Tomorrow,2016-01-21,en,Action & Adventure | Science-Fiction & Fantastique | Drame,Greg Berlanti,TV-14,7.271,2389,20.4033,"Un mystérieux ""maître du temps"" revenu du futur fait appel à des super-héros et des méchants pour former une équipe d'élite qui protégera la planète contre un tyran."
popular_tv,92661,25 Words or Less,2018-08-06,en,Reality,,TV-PG,5.2,4,20.3984,
popular_tv,64432,The Magicians,2015-12-16,en,Drame | Science-Fiction & Fantastique,Sera Gamble,TV-14,7.6,1652,20.3646,"Bientôt diplômé, Quentin Coldwater a du mal à se projeter dans son avenir en laissant de côté la magie qui le passionne depuis sa tendre enfance. A sa grande surprise, le jeune homme est admis à Brakebills, une école secrète qui forme les futurs magiciens. Il y fait la connaissance d'Alice, Penny, Margo et Eliot , avec lesquels il entretient des relations tantôt complices et souvent conflictuelles. Ensemble, ils vont pourtant devoir faire face à de grands dangers, des forces maléfiques venues de contrées insoupçonnées. Pendant ce temps, Julia, la meilleure amie de Quentin, qui a échoué aux tests d'admission de Brakebills, suit son propre chemin. Un chemin obscur et dangereux qui pourrait la mener à sa perte…"
popular_tv,494,Alice,1976-08-31,en,Comédie | Drame,Robert Getchell,TV-PG,7.071,56,20.3526,
popular_tv,61175,Steven Universe,2013-11-04,en,Animation | Comédie | Action & Adventure | Familial | Science-Fiction & Fantastique,Rebecca Sugar,TV-PG,8.41,1267,20.2761,"Le monde est protégé par les Gemmes de cristal, trois extraterrestres humanoïdes nommés Grenat, Améthyste et Perle. Steven Universe est un humain de Plage-Ville qui a hérité de la gemme de sa mère Rose Quartz, l'ancienne leader des Gemmes de cristal. Celle-ci a sacrifié sa forme physique pour lui donner naissance. Tout au long de la série, Steven essaie d'apprendre à maîtriser ses pouvoirs tout en vivant plein d'aventures aux côtés des Gemmes ou en passant du bon temps avec les autres habitants de Plage-Ville."
popular_tv,841,Newsnight,1980-01-30,en,News,,NR,6.0,11,20.2516,
popular_tv,40075,Souvenirs de Gravity Falls,2012-06-15,en,Animation | Comédie | Mystère | Science-Fiction & Fantastique | Kids | Action & Adventure | Familial,Alex Hirsch,TV-Y7,8.6,3278,20.2456,"Gravity Falls raconte les aventures des jumeaux Pines, Dipper le frère et Mabel sa sœur, âgés de 12 ans, dont les plans pour l'été sont anéantis lorsque leurs parents les envoient chez grand-tonton Stan à Gravity Falls."
popular_tv,25181,"Au cœur du crime, avec Paula Zahn",2009-10-18,en,Crime | Documentaire,,TV-14,8.4,18,20.223,Embarquez aux côtés de Paula Zahn au cœur de fascinantes enquêtes pour meurtres et d'affaires aux multiples rebondissements.
popular_tv,76757,Golden Kamui,2018-04-09,ja,Action & Adventure | Animation | Comédie,,TV-MA,7.5,78,20.2143,"Surnommé « l’Immortel », Saichi Sugimoto est un ancien soldat ayant survécu à la guerre meurtrière qui s'est déroulée au début du XXe siècle entre le Japon et la Russie. À présent, il se retrouve seul dans l'immense étendue désertique du nord du pays et il a besoin de beaucoup d'argent pour un but bien précis. La découverte d'une carte l'emmène sur les traces d'un trésor, 75 kilos d’or accumulé par le peuple autochtone des Aïnous…"
popular_tv,31351,Tout le monde en parle,2004-09-12,fr,Talk,,NR,4.2,9,20.2077,"Adaptation québécoise de l'incontournable émission française animée par Thierry Ardisson, Tout le monde en parle a déjà fait couler beaucoup d'encre en France comme au Québec."
popular_tv,61923,Star Butterfly,2015-01-18,en,Action & Adventure | Animation | Comédie | Science-Fiction & Fantastique | Familial,Daron Nefcy,TV-Y7,8.349,1446,20.2024,"La guerrière intergalactique Star Butterfly arrive sur Terre afin de vivre avec la famille Diaz. Elle continue de vaincre les malfaiteurs à travers l'Univers et au sein de son lycée, notamment grâce à une baguette puissante qu'elle ne contrôle pas encore entièrement."
popular_tv,31268,El Capo,2009-08-24,es,Crime | Drame,Gustavo Bolívar,TV-14,7.664,1220,20.191,
popular_tv,10184,Snapped: les femmes tueuses,2004-08-06,en,Crime | Documentaire,Zak Weisfeld,TV-14,7.9,37,20.1899,"Les affaires fascinantes de femmes en apparence ordinaires, épouses, petites amies, qui se retrouvent accusées de meurtre. Sont-elles réellement passées à l'acte? Et si oui, pour quels mobiles?"
popular_tv,83121,Kaguya-sama : Love is War,2019-01-12,ja,Animation | Comédie,,TV-14,8.545,789,20.1872,"L’académie Shûchiin compte parmi ses rangs les élèves les plus brillants, sur lesquels tous les espoirs reposent. Un jour, au BDE, la vice-présidente Kaguya Shinomiya et le président Miyuki Shirogane se rencontrent et tout laisse à penser qu’ils se plaisent. Mais six mois s’écoulent sans que rien ne se passe ! Ils sont tous deux aveuglés par leur fierté, et ne cherchent qu’à pousser l’autre à se déclarer. Tout le plaisir de l’amour s’éprouve avant qu’il soit avoué ! Une comédie romantique et psychologique qui va faire sensation ! C’est la guerre !"
popular_tv,99748,日向坂で会いましょう,2019-04-07,ja,Reality,秋元康,,8.5,2,20.1563,
popular_tv,118547,Sternstunden,1994-02-04,de,Talk,,NR,0.0,0,20.1547,
popular_tv,96884,Dragon Quest : La Quête de Daï,2020-10-02,ja,Animation | Action & Adventure | Science-Fiction & Fantastique,,TV-PG,7.984,124,20.4735,"Daï vit sur l'île de Dermline, et malgré son admiration pour les héros, il suit un entraînement pour devenir mage auprès de son père adoptif, le magimol Brass. Un jour, l'arrivée d'une bande de compagnons menée par un héros à bord d'un bateau remplit Daï d'excitation, mais il s'agissait malheureusement d'un faussaire. Son objectif ? S'emparer d'une créature mythique unique en son genre, le gluant de métal doré, Goméchan."
popular_tv,3469,Minder,1979-10-29,en,Comédie | Drame | Action & Adventure | Crime,Leon Griffiths,TV-14,6.8,25,18.7146,
popular_tv,2035,20/20,1978-06-06,en,News | Documentaire,Roone Arledge,TV-14,6.1,33,21.4253,
popular_tv,1432,Veronica Mars,2004-09-22,en,Mystère | Drame | Comédie,Rob Thomas,TV-14,7.817,662,18.9632,"Veronica Mars semble être au premier abord une adolescente ordinaire. En fait, futée et courageuse, la jeune fille s'emploie à résoudre les mystères les plus enfouis que cache la petite communauté de Neptune. Et par la même occasion, elle espère élucider le scandale qui a ruiné la vie de son père..."
popular_tv,19885,Sherlock,2010-07-25,en,Crime | Drame | Mystère,Mark Gatiss,TV-14,8.515,6007,20.8606,"Les aventures de Sherlock Holmes et de son acolyte de toujours, le docteur Watson, sont transposées au XXIème siècle..."
popular_tv,61889,Marvel's Daredevil,2015-04-10,en,Crime | Drame | Action & Adventure,Drew Goddard,TV-MA,8.159,4899,24.187,"Avocat luttant contre l'injustice et aveugle depuis l'enfance, Matt Murdock fait place au super-héros Daredevil lorsque la nuit tombe sur les rues de New York."
popular_tv,124003,完美世界,2021-04-23,zh,Action & Adventure | Science-Fiction & Fantastique | Animation,辰東,TV-14,8.4,19,20.6528,"Né dans un monde unique où les villages se battent pour obtenir le pouvoir et le contrôle, le personnage principal, Shi Hao, est un génie béni par les cieux né dans les conditions les plus pauvres. Son clan, cependant, a un passé mystérieux. Pour s'élever et devenir le génie qu'il est censé être, le clan fait tout son possible pour l'aider à se développer alors qu'il combat des monstres fanatiques et s'engage dans des luttes de pouvoir avec d'autres clans. Son voyage le mènera à travers des terres inconnues jusqu'à ce qu'il soit capable de devenir une personne capable de vraiment secouer le monde."
popular_tv,113808,Seirei Gensouki : Spirit Chronicles,2021-07-06,ja,Animation | Drame | Action & Adventure | Science-Fiction & Fantastique,,TV-14,8.3,240,20.1248,"Après avoir perdu sa mère lorsqu’il n’était qu’un enfant, Rio s'est battu de toutes ses forces pour survivre dans les bidonvilles. Un jour, il se réveille avec les souvenirs de Haruto Amakawa, mort dans un accident alors qu'il rêvait de retrouver son ami d'enfance. Rio comprend qu'il s'est réincarné dans un monde d'épées et de sorcellerie. Parce qu’il a secouru une princesse victime d’un enlèvement, l’orphelin se retrouve tout à coup propulsé dans la haute société. Il intègre une célèbre école où étudient les enfants de la noblesse..."
popular_tv,3437,Hotel,1982-08-21,en,Drame | Soap,Aaron Spelling,,6.8,24,19.9401,"Le Saint Gregory est sans nul doute le plus select des palaces de San Francisco. En bon directeur adjoint, Peter McDermott est au petit soin avec ses clients huppés, dont il cerne très vite les personnalités. Il est assisté par la jolie brune Christine, dont il est amoureux. Autour de ce tandem, Mark Danning est responsable des relations publiques, Dave et Megan Kendall occupent, quant à eux, respectivement les postes de groom et hôtesse d’accueil. En haut de la hiérarchie, la vieille Victoria Cabot veille à la bonne conduite de l’affaire de sa belle-sœur, Laura Trent. Et chaque jour, politiciens, princesses, jeunes mariés et vieux couples viennent passer un séjour de rêves, emmenant avec eux leurs petits ennuis et grands tracas..."
popular_tv,110562,La vengeance d'une femme,2020-10-07,tr,Drame,,,8.058,277,19.523,"Asya est une femme épanouie dont la vie paraît parfaite. Avec son époux, Volkan, et leur fils, ils renvoient l’image d’une famille heureuse. Asya est un brillant médecin et Volkan possède quant à lui un bureau d’architecte florissant. La vie d’Asya se retrouve bouleversée lorsqu’elle soupçonne son mari de vivre une relation extraconjugale.. ."
popular_tv,3922,Hee Haw,1969-06-15,en,Comédie,Frank Peppiatt,TV-G,7.6,5,22.8216,
popular_tv,43689,Be Careful With My Heart,2012-07-09,tl,Comédie | Drame,Mel Mendoza-Del Rosario,NR,6.5,2,14.5364,
popular_tv,69158,The Good Fight,2017-02-19,en,Drame,Michelle King,TV-MA,7.544,318,21.1353,"Un an après les événements de l’épisode final de “The Good Wife”. Dans la nouvelle série, un énorme scandale financier a détruit la réputation d’une jeune avocate, Maia Rindell, et ruiné Diane Lockhart, son mentor et sa marraine. Evincées de chez Lockhart et Lee, elles rejoignent toutes les deux Lucca Quinn dans l’un des plus grands cabinets d’avocats de Chicago."
popular_tv,10180,Le Virginien,1962-09-19,en,Western | Drame,,TV-PG,6.344,33,18.7623,"Cette série met en scène les aventures du Virginien, personnage dont on ignore le nom et régisseur du ranch de Shiloh, près de Medicine Bow dans le Wyoming."
popular_tv,1711,Strictly Come Dancing,2004-05-15,en,,Fenia Vardanis,,5.903,37,15.8302,
popular_tv,76331,Succession,2018-06-03,en,Drame | Comédie,Jesse Armstrong,TV-MA,8.27,1441,19.8821,"La riche et puissante famille Roy, composée du patriarche Logan et de ses quatres enfants, contrôle l'un des plus gros conglomérats de médias du monde. Alors que leur père vieillissant se retire peu à peu de la compagnie, Connor, Kendall, Roman et Siobhan contemplent le futur de l'entreprise sans lui..."
popular_tv,2026,Amy,1999-09-19,en,Drame,Amy Brenneman,TV-PG,7.512,81,19.8801,"Après son divorce, Amy Gray est de retour dans sa ville natale, Hartford dans le Connecticut, avec sa fille et son nouvel emploi de juge aux affaires familiales. Sa mère (avec qui elle a vécu) y était une assistante sociale aux affaires familiales dans l'État du Connecticut."
popular_tv,34742,To Love-Ru,2008-04-04,ja,Animation | Comédie | Science-Fiction & Fantastique,,TV-MA,8.2,398,19.8565,"Rito Yûki, un lycéen de quinze ans, est amoureux depuis longtemps de Haruna Sairenji, une camarade de sa classe. Malheureusement, Rito n'a jamais eu le courage de parler à Haruna, mais très motivé, notre Rito se décide enfin à lui parler. Après de multiples tentatives interrompues par diverses raisons, Rito est obligé de reporter sa tentative. En rentrant chez lui, alors qu'il se met à l'aise après sa dure journée, surgit de nulle part et dans une situation délicate une jolie jeune fille nue devant lui. Ainsi voilà la venue de Lala Satalin Deviluke, princesse de la planète Deviluke qui va légèrement chambouler la petite vie tranquille de notre héros."
popular_tv,2398,Girlfriends,2000-09-11,en,Drame | Comédie,Mara Brock Akil,TV-PG,7.333,42,19.846,"Regard sur la vie, les amours et les séparations de quatre femmes différentes, Toni, Maya, Lynn et Joan."
popular_tv,39297,C’est moi le chef !,2011-10-11,en,Comédie,Jack Burditt,TV-PG,7.278,336,19.8397,"Mike Baxter est un heureux père de famille et un directeur marketing dans un magasin de sport à Denver, dans le Colorado. C'est également un homme vivant dans un monde dominé par les femmes en particulier dans sa maison avec sa femme et ses trois filles, dont l'une est une mère célibataire."
popular_tv,239526,Sueños de libertad,2024-02-25,es,Drame | Soap,Beatriz Duque,,6.1,16,19.8152,
popular_tv,85949,Star Trek : Picard,2020-01-23,en,Science-Fiction & Fantastique | Action & Adventure | Drame,Alex Kurtzman,TV-MA,7.278,1809,19.7282,"Les nouvelles aventures de Jean-Luc Picard, capitaine de l'U.S.S. Enterprise dans la série Star Trek la nouvelle génération."
popular_tv,278009,L'héritière et l'Ambitieux,2025-10-10,tr,Drame,Meriç Acemi,,5.026,19,19.727,"Nihal voit son confort menacé lorsqu'un magnat autodidacte, aussi redoutable en affaires qu'en amour, bouscule les hautes sphères d'Istanbul."
popular_tv,4250,Last of the Summer Wine,1973-01-04,en,Comédie,Roy Clarke,TV-14,7.1,39,19.7146,
popular_tv,3940,Judge Judy,1996-09-16,en,Crime,Judith Sheindlin,TV-PG,5.736,91,19.6973,
popular_tv,244224,Spécial cinéma,1974-09-25,fr,Talk,Christian Zeender,NR,0.0,0,19.6911,"Marcello Mastroianni, Isabelle Adjani, Alain Delon, Martin Scorsese, Woody Allen… les plus grandes stars du cinéma ont été reçues par Christian Defaye dans son émission Spécial cinéma. Entre confessions intimes des comédiens et immersion dans l'univers des plus grands cinéastes, Christian Defaye a entraîné, durant près de trente ans, les téléspectateurs dans cet univers fascinant du Septième art."
popular_tv,34971,Storage Wars : Enchères surprises,2010-12-01,en,Reality,Thom Beers,TV-PG,5.7,122,19.6817,"L'émission se déroule en Californie et montre les ventes aux enchères du contenu des unités de stockage lorsque les loyers de ces dernières sont impayées depuis plusieurs mois. Le programme suit plus précisément Dan et Laura Dotson, propriétaires d'une société de mise aux enchères, et d'un certain nombre d'acheteurs habitués se livrant des guerres d'enchères."
popular_tv,65282,나 혼자 산다,2013-03-22,ko,Reality,Lee Ji-sun,TV-14,7.4,17,19.6544,
popular_tv,240442,Sword and Beloved,2025-10-25,zh,Drame,Tuo Xiaoxin,,6.7,10,19.6489,"Depuis le plus jeune âge, Wangquan Fugui est entraîné pour devenir le meilleur chasseur de démons. Mais lorsqu'il rencontre Qing Tong, un démon choisi pour infiltrer le royaume en tant qu'espionne, Fugui voit sa perception du monde profondément changer."
